artist,date,title,source,percent funded?
N Yantzin,,"""PERSIAN SCENE""",education,
Nat Werner,,CLARINET PLAYER,education,
Natasha Kudrova,,RUSSIA'S CONTRIBUTIONS TO AMERICA,education,
Noel Copeland,,BUILDING ON 20 YEARS OF DIVERSITY,education,
Noel Copeland,,DOWNTOWN & MIDTOWN,education,
Noel Copeland,,OUR FAVORITE PLANTS AND ANIMALS,education,
Oskar Hauenstein,,"""INDUSTRY"" AND ""MUSIC""",education,
Paul Bisson,,WOOD,education,
Paul Ortlip,,HOUR OF CRISIS- BATTLE OF THE HUDSON RIVER 'PRINT',education,
Peter Polymenakos,,GREAT HARMONY (TA TUNG),education,
Philip Rice,,"""THE HISTORY OF STATEN ISLAND""",education,
Pietro Finelli,,NELLA LINGUA DI DANTE,education,
Raphael Soyer,,GIRL,education,
Rauol Dufy,,LA BELLE ENFANT,education,
Richard Fuller,,SHANNON WORLD CLOCK,education,
Riva Helfond,,NO. 6 COLLIERY,education,
Riva Helfond,,BARGES ON CANAL,education,
Robert Bunkin,,"""REL SAK ENVISIB THE CRY OF THE INVISIBLES EL GRITO DE LOS INVISIBLES""",education,
Roland Brooks,,GENERAL COLIN POWELL,education,
Roland Brooks,,PORTRAIT OF PAUL ROBESON,education,
Roland Brooks,,MARTIN LUTHER KING,education,
Romauld Kraus,,ALMA MATER,education,
Rosa Rush,,TREE TRUNKS,education,
Rudy Dengel,,CLOTHES LINE ART SHOW,education,
Russell Bailey,,UNDER MY WINGS EVERYTHING PROSPERS,education,
Ruth Gikow,,TWO DANCERS AND A HORSE,education,
Sam Minsky,,A.P. CHRISTINE LIEZ,education,
Samuel Margolies,,BOATHOUSE,education,
Sidney Hermel,,SIDEWALK VIEW,education,
Sidney Hermel,,JEFFERSON MARKET,education,
Sidney Hermel,,PEARS WITH PITCHER,education,
Sidney Hermel,,ROOT VEGETABLES,education,
Steve Mayo,,"EARTH, MASKS, FIRE",education,
Stuyvesant Van Veen,,ROOFTOPS/ GHOST CITY,education,
Stuyvesant Van Veen,,CHESTER SPRINGS LANDSCAPE,education,
Stuyvesant Van Veen,,CRUCIAL DECADES,education,
T Cappuccio,,SKYLAB,education,
Tamara Kerr,,MAN WITH BASS,education,
Tamara Kerr,,"YAGRUMO TREE, EL YUNQUE",education,
Teddy Shearer,,PLEASE,education,
Timothy Roeschlein,,MUSICAL LANDSCAPE,education,
Tom Otterness,,COQUI,education,
Toshi Zoshida,,AKIBA SHRINE,education,
V Snow,,THE FUTURE MAN/ THE EARTH,education,
Valerie Maynard,,LET THE CHILDREN PLAY AND BE FREE,education,
Vertis Hayes,,"""A DECORATION""",education,
Victor Brenner,,"""GETTYSBURG ADDRESS""",education,
Vincent Cavallaro,,MOTHER OF KNOWLEDGE,education,
Walter Hood,,THE BUILDING OF THE INTERSTATE HIGHWAY SYSTEM,education,
Wendy Grossman,,ONE WORLD,education,
Werner Pfeiffer,,CON EDISON VII,education,
William Fausett,,FREEDOM TO LOVE THE BEAUTY OF THE EARTH AND PRESERVE ITS BEAUTY,education,
William Fausett,,NORTHERN PLAINS INDIANS,education,
William Prescott,,BLOOD ON THE SANDS,education,
William Rice,,CHARACTERS FROM HISTORY AND LITERATURE,education,
William Tarr,,MORNINGSIDE HEIGHTS,education,
William Williamson,,AMERICA,education,
Winifred Gibbes,,EMPIRE GOWN OF 1810,education,
Houston Conwill,1986,The Open Secret ,mta,
John Cavanagh,1986,Commuting/Community ,mta,
Milton Glaser,1986,Untitled ,mta,
Nancy Holt,1987,Astral Grating ,mta,
Ray Ring,1987,Clark Street Passage ,mta,
Rhoda Andors,1987,Kings Highway Hieroglyphs ,mta,
David Wilson,1988,Transit Skylight ,mta,
Nina Yankowitz,1988,Tunnel Vision ,mta,
Steve Wood,1988,Fossils ,mta,
Valerie Jaudon,1988,Long Division ,mta,
Matt Mullican,1989,Untitled ,mta,
Nitza Tufino,1989,Westside Views ,mta,
Arthur Gonzalez,1990,Time Catcher & The Finder / The Seekers ,mta,
Dan Sinclair,1990,Fast Track and Speedwheels ,mta,
Harry Roseman,1990,Subway Wall ,mta,
Kathleen McCarthy,1990,Five Points of Observation ,mta,
Kathleen McCarthy,1990,Five Points of Observation ,mta,
Nitza Tufino,1990,Neo-Boriken ,mta,
Alison Saar,1991,copacetic / Hear the Lone Whistle Moan ,mta,
Martha Jackson-Jarvis,1991,Travelin’ Time ,mta,
Michele Oka Doner,1991,Radiant Site ,mta,
Michelle Greene,1991,Railrider’s Throne ,mta,
Nicholas Pearson,1991,Halo ,mta,
Norman B. Colp,1991,The Commuter's Lament or A Close Shave ,mta,
Rolando Briseño,1991,At the Table ,mta,
Sam Gilliam,1991,"Jamaica Center Station Riders, Blue ",mta,
Tom Nussbaum,1991,Workers ,mta,
Brit Bunkley,1992,Bay Shore Icons,mta,
David Provan,1992,Yab-Yum ,mta,
David Saunders,1992,Conductor's Watch and Key Chain,mta,
Frank Olt,1992,Temple Quad Reliefs ,mta,
Michael Kelly  Williams,1992,El 2 and El 5 ,mta,
R. M. Fischer,1992,Brooklyn-Battery Tunnel Clock ,mta,
Alan Sonfist,1993,Narrative History,mta,
Romare Bearden,1993,Untitled (“City of Light”) ,mta,
Andrew Leicester,1994,Ghost Series,mta,
Deborah Brown,1994,Platform Diving ,mta,
Emmett Wigglesworth,1994,CommUnion ,mta,
Josh Scharf,1994,Carnegie Hall Montage ,mta,
Laura Bradley,1994,City Suite ,mta,
Lee Brozgol,1994,The Greenwich Village Murals ,mta,
Liliana Porter,1994,Alice: The Way Out ,mta,
Patsy Norvell,1994,Garden Stops ,mta,
Susan Tunick,1994,Brighton Clay Re-Leaf Nos. 1-4 ,mta,
Alice Adams,1995,Planting,mta,
Jane Greengold,1995,Wings for the IRT: The Irresistible Romance of Travel ,mta,
Ralph Fasanella,1995,Subway Riders ,mta,
Willie Birch,1995,Harlem Timeline ,mta,
Christopher Janney,1996,"Reach New York, An Urban Musical Instrument ",mta,
Elizabeth Murray,1996,Blooming ,mta,
Faith Ringgold,1996,Flying Home: Harlem Heroes and Heroines (Downtown and Uptown) ,mta,
Jimmy James Greene,1996,Children’s Cathedral ,mta,
Jose Ortega,1996,"Una Raza, Un Mundo, Universo (One Race, One World, One Universe) ",mta,
Manuel Vega,1996,Sábado en la Ciento Diez (Saturday on 110th Street) ,mta,
Mark Gibian,1996,Cable Crossing ,mta,
Muriel Castanis,1996,Flatbush Floogies ,mta,
Pablo Tauler,1996,In Memory of the Lost Battalion ,mta,
Robert Taplin,1996,Three Statues (A Short History of the Lower Hudson Valley) ,mta,
Ann Schaumburger,1997,Urban Oasis ,mta,
Anton van Dalen,1997,Work & Nature ,mta,
James Garvey,1997,Lariat Seat Loops ,mta,
Margie Hughto,1997,"Trade, Treasure and Travel ",mta,
Mel Chin,1997,Signal ,mta,
Roberto Juarez,1997,A Field of Wild Flowers ,mta,
Andrew Ginzel & Kristin Jones,1998,Oculus ,mta,
Bing Lee,1998,Empress Voyage 2.22.1794 ,mta,
DeBorah Goletz,1998,Postcards from Sheepshead Bay ,mta,
Donald Lipski,1998,Sirshasana ,mta,
Elizabeth Grajales,1998,When the animals speak,mta,
Ellen Driscoll,1998,"As Above, So Below ",mta,
Joe Zucker,1998,Grandfather,mta,
Maren Hassinger,1998,Message from Malcolm ,mta,
Mary Miss,1998,Framing Union Square ,mta,
Owen Smith,1998,"An Underground Movement: Designers, Builders, Riders ",mta,
Christopher Wynter,1999,Migration ,mta,
Dan George,1999,Mermade/Dionysus and the Pirates ,mta,
Dimitri Gerakaris,1999,Woodside Continuum ,mta,
Ed McGowin,1999,Bayside Story,mta,
Eric Pryor,1999,Life and Continued Growth ,mta,
Ik-Joong Kang,1999,Happy World ,mta,
Isha Shabaka,1999,Units of the Free ,mta,
Millie Burns,1999,IL7/Square ,mta,
Sheila Levrant de Bretteville,1999,At the Start� At Long Last ,mta,
Terry Adkins,1999,Harlem Encore ,mta,
Verna Hart,1999,Jammin,mta,
Vincent Smith,1999,"Minton’s Playhouse (uptown), The Movers and Shakers (downtown) ",mta,
Yumi Heo,1999,Q is for Queens ,mta,
Anne Huibregtse,2000,Arrival ,mta,
Arts for Transit Collaborative,2000,For Want of a Nail ,mta,
Christopher Sproat,2000,V-Beam ,mta,
Frank Giorgini,2000,Passages ,mta,
Frank Leslie Hampton,2000,Uptown New York ,mta,
Jackie Chang,2000,Signs of Life ,mta,
Sydney Cash,2000,Columns ,mta,
Al Loving,2001,"Brooklyn, New Morning ",mta,
Elizabeth Murray,2001,Stream ,mta,
Eric Fischl,2001,The Garden of Circus Delights ,mta,
Jacob Lawrence,2001,New York in Transit ,mta,
Louis Delsarte,2001,Transitions ,mta,
Marjorie Blackwell,2001,Tranquility ,mta,
Nancy Spero,2001,"Artemis, Acrobats, Divas and Dancers ",mta,
Tom Otterness,2001,Life Underground ,mta,
Walter Martin and Paloma Muñoz,2001,A Gathering ,mta,
Annette Davidek,2002,Roundlet Series ,mta,
Chris Wade Robinson,2002,Dream Train ,mta,
Helene Brandt,2002,Room of Tranquility ,mta,
Jane Greengold and Kane Chanh Do,2002,Almost Home ,mta,
Keith Godard,2002,Memories of Twenty-Third Street ,mta,
Mara Held,2002,El in 16 Notes ,mta,
Maria Dominguez,2002,El Views ,mta,
Mark Hadjipateras,2002,City Dwellers (for Costas and Maro) ,mta,
Max Neuhaus,2002,Times Square ,mta,
Robert Hickman,2002,Laced Canopy ,mta,
Ron Calloway,2002,Euphorbias ,mta,
Roy Lichtenstein,2002,Times Square Mural ,mta,
Samm Kunce,2002,Times Square Under Bryant Park ,mta,
Timothy Snell,2002,Broadway Diary ,mta,
Tova Snyder,2002,Railroads and Rooftops ,mta,
Vito Acconci,2002,Wall-Slide ,mta,
Lisa Dinhofer,2003,Losing my Marbles ,mta,
Raúl Colón,2003,Primavera ,mta,
Valerie Maynard,2003,Polyrhythmics of Consciousness and Light ,mta,
Al Held,2004,Passing Through ,mta,
Arts for Transit Collaborative,2004,New York City Architectural Artifacts from the Collection of the Brooklyn Museum ,mta,
Daniel del Valle,2004,A Trip Up the Bronx River ,mta,
Ellsworth Ausby,2004,Space Odyssey ,mta,
George Trakas,2004,"Hook (Archean Reach), Line (Sea House), and Sinker (Mined Swell) ",mta,
Hugo Consuegra,2004,Good Morning and Good Night ,mta,
Janet Zweig and Edward del Rosario,2004,Carrying On ,mta,
Michael Krondl,2004,Looking Up ,mta,
Ming Fay,2004,"Shad Crossing, Delancey Orchard ",mta,
Naomi Campbell,2004,Animal Tracks ,mta,
Peter Sis,2004,Happy City ,mta,
Robert Kushner,2004,4 Seasons Seasoned ,mta,
Robert Wilson,2004,My Coney Island Baby ,mta,
Tom Patti,2004,Passage ,mta,
Anita Thatcher,2005,illuminated Station,mta,
Barbara Segal,2005,Muhheakantuck (The River that Flows Two Ways) ,mta,
Ellen Harvey,2005,"Look Up, Not Down ",mta,
Jack Beal,2005,The Return of Spring/The Onset of Winter ,mta,
Josie Gonzalez Albright,2005,Children at Play ,mta,
Joy Taylor,2005,The Four Seasons ,mta,
Moses Ros,2005,"Patriasana, Wholesomeland ",mta,
Robert Blackburn,2005,In Everything There Is A Season ,mta,
Ron Baron,2005,Lost and Found,mta,
Stephen Johnson,2005,DeKalb Improvisation ,mta,
Toby Buonagurio,2005,Times Square Times: 35 Times ,mta,
Vito Acconci ,2005,Wavewall ,mta,
Amir Bey,2006,The Procession of Folk #3 ,mta,
Andrea Arroyo,2006,"My Sun (Mi Sol), My Planet (Mi Planeta) and My City (Mi Ciudad) ",mta,
Andrea Dezsö,2006,Community Garden ,mta,
Beatrice Coron,2006,Bronx Literature ,mta,
Cadence Giersbach,2006,From Earth to Sky ,mta,
Candida Alvarez,2006,B is for Birds in the Bronx ,mta,
Dennis Oppenheim,2006,Rising and Setting ,mta,
Dina Bursztyn,2006,Views from Above ,mta,
Joseph D’Alesandro,2006,Homage ,mta,
Juan Sánchez,2006,Reaching Out For Each Other ,mta,
Michele Brody,2006,Allerton Mandalas ,mta,
Nicky Enright,2006,Universal City ,mta,
Noel Copeland,2006,Leaf of Life ,mta,
Robin Holder,2006,Migration ,mta,
Skowman Hastanan,2006,A Secret Garden: There's No Place Like Home ,mta,
Amy Cheng,2007,Las Flores ,mta,
Barbara Ellmann,2007,The View from Here ,mta,
Carol Sun,2007,A Bronx Reflection ,mta,
Daniel Hauben,2007,The El ,mta,
Eugenie Tung,2007,16 Windows ,mta,
Jung Hyang Kim,2007,Wheel of Bloom-Soak up the Sun ,mta,
Margaret Lanzetta,2007,Culture Swirl ,mta,
Mario M. Muller,2007,Urban Motif ,mta,
Michael Ingui,2007,Crescendo ,mta,
Nancy Blum,2007,Floating Auriculas ,mta,
Philemona Williamson,2007,Seasons ,mta,
Scott Redden,2007,Untitled ,mta,
Takayo Noda,2007,The Habitat for the Yellow Bird ,mta,
Tomie Arai,2007,Back to the Garden ,mta,
Bill Brand,2008,Masstransiscope ,mta,
Corinne Grondahl,2008,Metromorphosis/Birth of a Station ,mta,
Felipe Galindo,2008,Magic Realism in Kingsbridge ,mta,
Jane Dickson,2008,Revelers ,mta,
Jean Shin,2008,Celadon Remnants,mta,
Jose Ortiz,2008,Many Trails ,mta,
K.K. Kozik,2008,First on the Beach and Wednesday Night Fireworks ,mta,
Laura Battle,2008,How to get to the moon… ,mta,
Lisa Amowitz,2008,Urban Renewal ,mta,
Malin Abrahamsson,2008,On the Trail,mta,
Marina Tsersarskaya,2008,Bronx. Four Seasons ,mta,
Sol'Sax,2008,SOL'SCRYPT ,mta,
Allen and Ellen Wexler,2009,Overlook,mta,
Ben Snead,2009,Departures and Arrivals ,mta,
Carson Fox,2009,Blue Sky Pursuit,mta,
Doug & Mike Starn,2009,"See it split, see it change ",mta,
Ellen Harvey,2009,The Home of the Stars ,mta,
George Crespo,2009,Latin American Stories ,mta,
Joseph Cavalieri,2009,"North, South and Home ",mta,
Sol LeWitt,2009,Whirls and twirls (MTA) ,mta,
Alfredo Ceibal,2010,Permanent Residents and Visitors ,mta,
Antenna Design New York,2010,Bloemendaal ,mta,
Barbara Grygutis,2010,Bronx River View ,mta,
Deborah Masters,2010,Coney Island Reliefs ,mta,
Liliana Porter and Ana Tiscornia,2010,Untitled with Sky ,mta,
Maria Cristalli & Marc Brown,2010,The Land Between Two Waters ,mta,
Robert Goodnough,2010,K—M—G ,mta,
Alison Moritsugu,2011,"Community (Acer rubrum, Rosa palustris, Smilax rotundifolia, Carya cordiformis) ",mta,
Callie Hirsch,2011,Vast ,mta,
Duke Riley,2011,Be Good or Be Gone ,mta,
George Bates,2011,Symphonic Convergence 1&2 ,mta,
Ingo Fast,2011,On and Off the Boardwalk ,mta,
James Garvey,2011,Lariat Tapers ,mta,
Jason Middlebrook,2011,Brooklyn Seeds ,mta,
Jason Rohlf,2011,Respite ,mta,
Jean Whitesavage & Nick Lyle,2011,Bronx Trees ,mta,
Jill Parisi,2011,Coom Barooom ,mta,
Luisa Caldwell,2011,Station Villa ,mta,
Mary Temple,2011,"West Wall, East Light, Morning ",mta,
Matt Mullican,2011,Untitled ,mta,
Mauricio Lopez,2011,Past/Present/Future ,mta,
Michael Miller,2011,Surf Station 90 ,mta,
Rita MacDonald,2011,Bird Laid Bare ,mta,
Simon Levenson,2011,The Beaches of New York City ,mta,
William Low,2011,A Day in Parkchester ,mta,
Amy Cheng,2012,Rediscovery ,mta,
Christopher Russell,2012,Bees for Sunset Park ,mta,
Dan Zeller,2012,Internal Connectivity ,mta,
Ed Kopel,2012,Brooklyn Bucolic ,mta,
Francesco Simeti,2012,Bensonhurst Gardens ,mta,
Holly Sears,2012,Hudson River Explorers ,mta,
Joan Linder,2012,The Flora of Bensonhurst ,mta,
Joy Taylor,2012,Jan Peeck’s Vine ,mta,
Leo Villareal,2012,Hive (Bleecker Street) ,mta,
Odili Donald Odita,2012,Kaleidoscope ,mta,
Portia Munson,2012,Gardens of Fort Hamilton Parkway Station ,mta,
Susanna Starr,2012,A Continuous Thread ,mta,
Tricia Keightley,2012,Hunters Point Avenue Project ,mta,
Xin Song,2012,Tree Of Life ,mta,
Alyson Shotz,2013,Nautical Charts – Gowanus & Red Hook from 1733-1922; Fathom Points + Compass Bearings ,mta,
Cal Lane,2013,The Digs ,mta,
Corinne Ulmann,2013,Croton-Harmon Station ,mta,
George Bates,2013,Generation Dynamica ,mta,
Laura F. Gibellini,2013,Dom (Variations) ,mta,
Shinique Smith,2013,Mother Hale's Garden ,mta,
Wopo Holup,2013,Birds in Flight-Moon View ,mta,
"James Carpenter Design Associates, Grimshaw Architects and ARUP",2014,Sky Reflector-Net ,mta,
Kim Cridler,2014,Where the Sweet Waters Fall ,mta,
Loren Eiferman,2014,HOME: INSIDE/OUTSIDE ,mta,
Amanda Schachter & Alexander Levi,2015,Cross-Bronx Waterway ,mta,
Beatrice Coron,2015,On the Right Track ,mta,
Haresh Lalvani,2015,MORPHINGS88 ,mta,
Jaime Arredondo,2015,Garden of Earthly Delights ,mta,
Moe Brooker ,2015,Just Jazz,mta,
Peter Drake,2015,Waiting for Toydot,mta,
Priscila De Carvalho,2015,"Bronx: Heart, Homeland ",mta,
Ray King,2015,Connections ,mta,
SITU Studio,2015,Percolate ,mta,
Soonae Tark,2015,Have a Happy Day ,mta,
Xenobia Bailey,2015,Funktional Vibrations ,mta,
Cara Lynch,2016,Inheritance: In Memory of American Glass ,mta,
Dan Funderburgh,2016,Eureka ,mta,
Linda Ganjian,2016,Home Sweet Home ,mta,
Mia Pearlman,2016,Soar ,mta,
Beatrice Lebreton,2017,Wisdom Along the Way ,mta,
Chuck Close,2017,Subway Portraits ,mta,
Derek Lerner,2017,AVEX1-6(station) ,mta,
Jean Shin,2017,Elevated ,mta,
Jenna Lucente,2017,"Tottenville Sun, Tottenville Sky",mta,
Katy Fischer,2017,Strata ,mta,
Marc Dennis,2017,Where Dreams Come to Play,mta,
Mickalene Thomas,2017,Untitled ,mta,
Monika Bravo,2017,Duration ,mta,
Nancy Baker,2017,Chandelier / Ailthanus ,mta,
Sarah Sze,2017,Blueprint for a Landscape ,mta,
Saya Woolfalk,2017,Urban Garden Rail ,mta,
Tomo Mori,2017,The Wheels on the Bus ,mta,
Vik Muniz,2017,Perfect Strangers ,mta,
Alex Katz,2018,Metropolitan Faces ,mta,
Andrea Belag,2018,Brooklyn Transitions ,mta,
Ann Hamilton,2018,CHORUS ,mta,
Armando Marino,2018,Guardian Angel,mta,
Dan Funderburgh,2018,SHOAL,mta,
Dave McQueen,2018,Endless Sea,mta,
Derek Fordjour,2018,PARADE ,mta,
Diana Al-Hadid,2018,The Arches of Old Penn Station; The Arc of Gradiva ,mta,
Diane Carr,2018,Outlook ,mta,
Elisabeth Condon,2018,Urban Idyll ,mta,
Everet,2018,A portrayal of life at mill creek,mta,
Firelei Báez,2018,"Ciguapa Antellana, me llamo sueño de la madrugada (who more sci-fi than us) ",mta,
Frances Gallardo,2018,Line to Line ,mta,
Jackie Battenfield,2018,Tree Canopy ,mta,
James Gulliver Hancock,2018,Connection,mta,
Joyce Kozloff,2018,Parkside Portals ,mta,
Julien Gardair,2018,We are each others ,mta,
Kambui Olujimi,2018,Where the Sky Begins ,mta,
Karen Margolis,2018,Cerebration ,mta,
Leslie Wayne,2018,Neptune's Garden ,mta,
Lisa Sigal,2018,Push/Pull ,mta,
Mary Judge,2018,American Season,mta,
Maureen McQuillan,2018,Crystal Blue Persuasion ,mta,
Rico Gatson,2018,Beacons ,mta,
Roy Nicholson,2018,Hempstead,mta,
Roy Secord,2018,Bronx Seasons Everchanging ,mta,
Sally Gil,2018,Edges of a South Brooklyn Sky ,mta,
Sarah Morris,2018,Hellion Equilibrium ,mta,
Stephen Westfall,2018,Perasma I & II; Dappleganger ,mta,
Timothy Hyunsoo Lee,2018,Come Back Home,mta,
William Low,2018,Deer Park Dahlias,mta,
William Wegman,2018,Stationary Figures ,mta,
Yoko Ono,2018,SKY ,mta,
Andrea Dezsö,2019,Nature Wall ,mta,
David Storey,2019,Sea City Spin ,mta,
Derrick Adams ,2019,Around the Way,mta,
Eamon Ore-Giron,2019,People's Instinctive Travels: Homage to the Tribe ,mta,
Emilio Perez,2019,Fluxus / Rhythmus ,mta,
María Berrío,2019,There Is Magic Underneath It All ,mta,
Museum of Modern Art (MoMA),2019,53rd Street Art Stop ,mta,
Nancy Blum,2019,ROAMING UNDERFOOT ,mta,
Olalekan Jeyifous,2019,Made With Love ,mta,
Tom Fruin,2019,Sail,mta,
Tricia Wright,2019,"Morning Glory, Evening Splendor; The Perennial Village ",mta,
Barbara Takenaga,2020,Forte (Quarropas); Blue Rails (White Plains) ,mta,
Cara Enteles,2020,Nature,mta,
Gail Boyajian,2020,Aviary,mta,
James Little,2020,Radiant Memories,mta,
Jeffrey Gibson,2020,I AM A RAINBOW TOO ,mta,
Sandy Litchfield,2020,Forestation,mta,
Amy Pryor,2021,Day Into Night Into Day ,mta,
Armando Veve,2021,Boat House Buggy,mta,
Damien Davis,2021,Empirical Evidence ,mta,
Jim Hodges,2021,I dreamed a world and called it Love ,mta,
Josué Guarionex,2021,CROSSCUT ,mta,
Katherine Bradford,2021,Queens of the Night ,mta,
Marcel Dzama,2021,No Less Than Everything Comes Together ,mta,
Mark Fox,2021,40�54�37.9�N 73�50�33.5�W,mta,
Nick Cave,2021,"Each One, Every One, Equal All ",mta,
Kiki Smith,2022,River Light,mta,
Yayoi Kusama,2022,A message of love,mta,
Frederick Dana Marsh,1913,Marine Grill Murals ,mta,
Amy Bennett,2011,Heydays ,mta,
Andrea Dezsö,2012,Nature Rail ,mta,
Bernard Greenwald,2018,Images of Port Chester / Port Chester Scenes ,mta,
Jackie Ferrara,2000,"Grand Central: Arches, Towers, Pyramids ",mta,
C. Paul Jennewein,1941,Brooklyn Public Library Doors,percent,yes
Ann Gillen,1987,Medb's Crown,percent,yes
David Wilson,1989,Untitled,percent,yes
Charles Searles,1990,Cultural Harmony,percent,yes
Donna Dennis,1990,Dreaming of Far Away Places,percent,yes
Dawound Bey,1991,Community Photography Project,percent,yes
Houston Conwill,1991,Rivers,percent,yes
Joyce Kozloff,1991,Untitled,percent,yes
Justen Ladda,1991,Untitled,percent,yes
Vincent D. Smith,1991,Jonkonnu Festival Wid the Frizzly Rooster Band,percent,yes
Allan & Ellen Wexler,1992,West Side High School Park,percent,yes
Bill and Mary Buchen,1992,Sound Playground,percent,yes
Bob Rivera,1992,Open Voyage,percent,yes
Kristin Jones,1992,Mnemonics,percent,yes
Pat Steir,1992,Looking Lesson,percent,yes
Thomas Lawson,1992,A Portrait of New York,percent,yes
Toshio Sasaki,1992,First Symphony of the Sea,percent,yes
Claudia DeMonte,1993,Shrine to Learning,percent,yes
David Saunders,1994,Firehat,percent,yes
Sandy Gellis,1994,Cyngus A,percent,yes
Agustin de Andino,1995,Transformations of the Earth,percent,yes
George Mason,1995,Untitled,percent,yes
M.L.J. Johnson,1995,I Can Read,percent,yes
Arlan Huang,1996,American Origins,percent,yes
Ben Schonzeit,1996,Common Ground,percent,yes
Bill and Mary Buchen,1996,Sound Carnival,percent,yes
Carole Byard,1996,First in the Heart is the Dream,percent,yes
Fred Tomaselli,1996,Ten Kilometer Radius,percent,yes
Jackie Peters Cully,1996,Children of Promise,percent,yes
Jackie Peters Cully,1996,Children of Promise,percent,yes
Marina Gutierrez,1996,Untitled,percent,yes
Steven Mayo,1996,Pets,percent,yes
Anna Valentina Murch,1997,Cycles,percent,yes
Barry Holden,1997,The Garden of Games,percent,yes
Carlton Ingleton,1997,The Spirit of Love,percent,yes
Colin Chase,1997,Elegy for El-Hajj Malik Shabazz,percent,yes
Daniel Galvez,1997,Homage to Malcolm X,percent,yes
Ed Carpenter,1997,Ojo,percent,yes
Gabriel Koren,1997,El-Hajj Malik Shabazz,percent,yes
Kathleen Ruiz,1997,Sequence,percent,yes
Claudia DeMonte,1998,Wheel of Justice,percent,yes
Jorge Tacla,1998,Memories of the Bronx,percent,yes
Jose Rafael Guzman,1998,And They Lived,percent,yes
Kryzstof Wodiczko,1998,Windows,percent,yes
Noah Jemisin,1998,Leaf Over My Shoulder,percent,yes
Shelia Levrant de Brettenvile,1998,Search: Literature,percent,yes
Vitaly Komar,1998,Liberty as Justice and Liberty,percent,yes
Yong Soon Min,1998,World of Flowers,percent,yes
Alison Sky,1999,Thresholds,percent,yes
Allan & Ellen Wexler,1999,Abstractions I.S. 254,percent,yes
Allan & Ellen Wexler,1999,Drawing P.S. 340 and A Coordinated Plane Patio,percent,yes
Ousmane Gueye,1999,Traveling Books and Secret Pages,percent,yes
Jennifer Bartlett,2000,Scheveningen Black,percent,yes
Julie Dermansky,2000,Ocean Fence and Ocean Floor,percent,yes
Michael Cummings,2000,Carnival Time,percent,yes
Mike Mandel,2000,Bulletin Board,percent,yes
Deborah Brown,2001,The Seasons,percent,yes
Jackie Ferrara,2001,Flushing Bay Promenade,percent,yes
Phillip Galgiani,2001,Four Seasons,percent,yes
Therman Statom,2001,Luz,percent,yes
Tomie Arai,2001,Song for a Child,percent,yes
Valerie Maynard,2001,Untitled,percent,yes
Colin Chase,2002,Breath and Mandala,percent,yes
Kathleen Spicer,2002,Natural Implements,percent,yes
Monica Banks,2002,Louisa and Rusty,percent,yes
Ralph Helmick,2002,Genius,percent,yes
Beatrice Coron,2003,Working in the Same Direction,percent,yes
Chris Doyle,2003,Field Trips,percent,yes
David Maisel,2003,Terminal Mirage 22,percent,yes
Jackie Chang,2003,In Other Words,percent,yes
John Brekke,2003,Migration,percent,yes
Ursula von Rydingsvard,2003,Katul Katul,percent,yes
Vera Lutter,2003,Erie Basin,percent,yes
James Carpenter,2004,Inclined Light Wall,percent,yes
Kristin Jones,2004,Encyclic,percent,yes
Mark Jackson Jarvis,2004,Techno 368,percent,yes
Arlan Huang,2005,Suddenly Laughter,percent,yes
Ingrid Calame,2005,#180 Working Drawing,percent,yes
Lily Prince,2005,Revisited,percent,yes
Ming Fay,2005,Whitehall Crossing,percent,yes
Moses Ros,2005,Mi Casita,percent,yes
Paul Henry Ramirez,2005,Going Up,percent,yes
Werner Klotz,2005,Le Milieu du Monde (The Middle of the World),percent,yes
Barbara Ellmann,2006,All The Things You Are,percent,yes
Freddy Rodriguez,2006,Flight 587,percent,yes
Ingio Manglano-Ovalle,2006,Portrait of a Young Reader,percent,yes
Jill Baroff,2006,Tide Circle Triptych 5,percent,yes
Michael Davis,2006,Equilibrium,percent,yes
Sebastiaan Bremer,2006,Aguas de Dezembro,percent,yes
Jeffrey Schiff,2007,L'Encyclopedie: Miriotier,percent,yes
Michael Falco,2007,Where Marsh Meets the Sea,percent,yes
Mark Gagnon,2009,Inspirational Americans,percent,yes
Michael Rakowitz,2009,Secondary School,percent,yes
Sarah Morris,2009,Gateway,percent,yes
Jean Shin,2010,Settngs,percent,yes
Mary Temple,2010,West Wall,percent,yes
David Opdyke,2011,Figure It Out,percent,yes
Lane Twitchell,2011,City Windows,percent,yes
Mark Dean Veca,2012,Forest Frieze,percent,yes
Tim Watkins,2012,Sundancers,percent,yes
Linda Ganjian,2014,A Reminder of Home,percent,yes
Mamiko Otsubo,2014,From one to Many,percent,yes
Alec Thibodeau,2015,Epoch Travelers,percent,yes
Kanishka Raja,2015,Recognition Circuit,percent,yes
Mary Mattingly,2015,Flock House,percent,yes
Monika Bravo,2015,Time Will tell,percent,yes
Pierluigi Calignano,2015,The invisible Book,percent,yes
Allan McCollum,2016,Shapes,percent,yes
Michael Waugh,2016,Bird Watchers,percent,yes
NULL NULL,1818,Fort George Memorial Tablet,public,
NULL NULL,1834,Firemen's Memorial,public,
Henry Brown,1856,George Washington,public,
James Batterson,1857,General William Jenkins Worth,public,
C.L. Richter,1859,Johann Christoph Friedrich Von Schiller,public,
